		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6355   | Type D,  2 | Type B,  6 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6356   | Type D,  1 | Type B,  5 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6357   | Type A,  2 | Type B,  4 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6358   | Type A,  1 | Type B,  3 | Type C,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6359   | Not Active | Type B,  2 | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6360   | Not Active | Type B,  1 | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6361   | Type B,  8 | Not Active | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6362   | Type B,  7 | Type A,  1 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6363   | Type B,  6 | Not Active | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6364   | Type B,  5 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6365   | Type D, 21 | Type B,  4 | Type C, 11 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6366   | Type D, 20 | Type B,  3 | Type C, 10 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6367   | Type D, 19 | Type B,  2 | Type C,  9 | Type A,  2 | Type B,  4 | No queue items | No queue items | 
  Time:  6368   | Type D, 18 | Type B,  1 | Type C,  8 | Type A,  1 | Type B,  3 | No queue items | No queue items | 
  Time:  6369   | Type D, 17 | Not Active | Type C,  7 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  6370   | Type D, 16 | Type D, 19 | Type C,  6 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  6371   | Type D, 15 | Type D, 18 | Type C,  5 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6372   | Type D, 14 | Type D, 17 | Type C,  4 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6373   | Type D, 13 | Type D, 16 | Type C,  3 | Type A,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  6374   | Type D, 12 | Type D, 15 | Type C,  2 | Type A,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  6375   | Type D, 11 | Type D, 14 | Type C,  1 | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  6376   | Type D, 10 | Type D, 13 | Type A,  3 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  6377   | Type D,  9 | Type D, 12 | Type A,  2 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  6378   | Type D,  8 | Type D, 11 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6379   | Type D,  7 | Type D, 10 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6380   | Type D,  6 | Type D,  9 | Type C,  8 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6381   | Type D,  5 | Type D,  8 | Type C,  7 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6382   | Type D,  4 | Type D,  7 | Type C,  6 | Type B,  2 | Type A,  4 | No queue items | No queue items | 
  Time:  6383   | Type D,  3 | Type D,  6 | Type C,  5 | Type B,  1 | Type A,  3 | No queue items | No queue items | 
  Time:  6384   | Type D,  2 | Type D,  5 | Type D, 16 | Type C,  4 | Type A,  2 | No queue items | No queue items | 
  Time:  6385   | Type D,  1 | Type D,  4 | Type D, 15 | Type C,  3 | Type A,  1 | No queue items | No queue items | 
  Time:  6386   | Not Active | Type D,  3 | Type D, 14 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  6387   | Type C,  8 | Type D,  2 | Type D, 13 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  6388   | Type C,  7 | Type D,  1 | Type D, 12 | Type A,  3 | Type B,  5 | No queue items | No queue items | 
  Time:  6389   | Type C,  6 | Not Active | Type D, 11 | Type A,  2 | Type B,  4 | No queue items | No queue items | 
  Time:  6390   | Type C,  5 | Not Active | Type D, 10 | Type A,  1 | Type B,  3 | No queue items | No queue items | 
  Time:  6391   | Type D,  3 | Type C,  4 | Type D,  9 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  6392   | Type D,  2 | Type C,  3 | Type D,  8 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  6393   | Type D,  1 | Type C,  2 | Type D,  7 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6394   | Not Active | Type C,  1 | Type D,  6 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6395   | Not Active | Not Active | Type D,  5 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6396   | Type B,  6 | Not Active | Type D,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6397   | Type B,  5 | Type A,  3 | Type D,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6398   | Type B,  4 | Type A,  2 | Type D,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6399   | Type B,  3 | Type A,  1 | Type D,  1 | Type C,  9 | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6400   | Type B,  2 | Not Active | Not Active | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:  6401   | Type D, 21 | Type B,  1 | Not Active | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  6402   | Type D, 20 | Not Active | Not Active | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  6403   | Type D, 19 | Type A,  4 | Type B,  8 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  6404   | Type D, 18 | Type A,  3 | Type B,  7 | Type C,  4 | Type C,  7 | No queue items | No queue items | 
  Time:  6405   | Type D, 17 | Type A,  2 | Type B,  6 | Type C,  3 | Type C,  6 | No queue items | No queue items | 
  Time:  6406   | Type D, 16 | Type A,  1 | Type B,  5 | Type C,  2 | Type C,  5 | No queue items | No queue items | 
  Time:  6407   | Type D, 15 | Type A,  1 | Type B,  4 | Type C,  1 | Type C,  4 | No queue items | No queue items | 
  Time:  6408   | Type D, 14 | Not Active | Type B,  3 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  6409   | Type D, 13 | Not Active | Type B,  2 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  6410   | Type D, 12 | Not Active | Type B,  1 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:  6411   | Type D, 11 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6412   | Type D, 10 | Type B,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6413   | Type D,  9 | Type B,  1 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6414   | Type D,  8 | Type D, 11 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6415   | Type D,  7 | Type D, 10 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6416   | Type D,  6 | Type D,  9 | Type A,  1 | Type C, 11 | Not Active | No queue items | No queue items | 
  Time:  6417   | Type D,  5 | Type D,  8 | Type A,  1 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:  6418   | Type D,  4 | Type D,  7 | Type B,  6 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:  6419   | Type D,  3 | Type D,  6 | Type B,  5 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:  6420   | Type D,  2 | Type D,  5 | Type B,  4 | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  6421   | Type D,  1 | Type D,  4 | Type B,  3 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  6422   | Type D,  3 | Type D,  3 | Type B,  2 | Type C,  5 | Type A,  5 | No queue items | No queue items | 
  Time:  6423   | Type D,  2 | Type D,  2 | Type B,  1 | Type C,  4 | Type A,  4 | Q Total:     1 | No queue items | 
  Time:  6424   | Type D,  1 | Type D,  1 | Type C,  7 | Type C,  3 | Type A,  3 | No queue items | No queue items | 
  Time:  6425   | Not Active | Not Active | Type C,  6 | Type C,  2 | Type A,  2 | No queue items | No queue items | 
  Time:  6426   | Type B,  4 | Not Active | Type C,  5 | Type C,  1 | Type A,  1 | No queue items | No queue items | 
  Time:  6427   | Type B,  3 | Type A,  3 | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6428   | Type B,  2 | Type A,  2 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6429   | Type B,  1 | Type A,  1 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6430   | Not Active | Not Active | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6431   | Type A,  3 | Type C, 12 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6432   | Type A,  2 | Type C, 11 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6433   | Type D,  2 | Type C, 10 | Type A,  1 | Type B,  8 | Not Active | No queue items | No queue items | 
  Time:  6434   | Type D,  1 | Type C,  9 | Not Active | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  6435   | Not Active | Type C,  8 | Not Active | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  6436   | Not Active | Type C,  7 | Not Active | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6437   | Type A,  4 | Type C,  6 | Not Active | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6438   | Type A,  3 | Type C,  5 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6439   | Type A,  2 | Type C,  4 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6440   | Type A,  1 | Type C,  3 | Type B,  6 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6441   | Not Active | Type C,  2 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6442   | Not Active | Type C,  1 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6443   | Type D, 18 | Type A,  4 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6444   | Type D, 17 | Type A,  3 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6445   | Type D, 16 | Type A,  2 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6446   | Type D, 15 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6447   | Type D, 14 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6448   | Type D, 13 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6449   | Type D, 12 | Type D,  9 | Type B,  2 | Type A,  3 | Type C, 10 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6450   | Type D, 11 | Type D,  8 | Type B,  1 | Type A,  2 | Type C,  9 | No queue items | No queue items | 
  Time:  6451   | Type D, 10 | Type D,  7 | Not Active | Type A,  1 | Type C,  8 | No queue items | No queue items | 
  Time:  6452   | Type D,  9 | Type D,  6 | Not Active | Not Active | Type C,  7 | No queue items | No queue items | 
  Time:  6453   | Type D,  8 | Type D,  5 | Not Active | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:  6454   | Type D,  7 | Type D,  4 | Type A,  4 | Type B,  8 | Type C,  5 | No queue items | No queue items | 
  Time:  6455   | Type D,  6 | Type D,  3 | Type D,  7 | Type B,  7 | Type C,  4 | Q Total:     1 | No queue items | 
  Time:  6456   | Type D,  5 | Type D,  2 | Type D,  6 | Type B,  6 | Type C,  3 | Q Total:     2 | No queue items | 
  Time:  6457   | Type D,  4 | Type D,  1 | Type D,  5 | Type B,  5 | Type C,  2 | Q Total:     2 | No queue items | 
  Time:  6458   | Type D,  3 | Type A,  3 | Type D,  4 | Type B,  4 | Type C,  1 | Q Total:     2 | No queue items | 
  Time:  6459   | Type D,  2 | Type A,  2 | Type D,  3 | Type B,  3 | Type C,  9 | Q Total:     1 | No queue items | 
  Time:  6460   | Type D,  1 | Type D,  8 | Type D,  2 | Type B,  2 | Type C,  8 | Q Total:     3 | No queue items | 
  Time:  6461   | Type A,  1 | Type D,  7 | Type D,  1 | Type B,  1 | Type C,  7 | Q Total:     3 | No queue items | 
  Time:  6462   | Type A,  1 | Type D,  6 | Type C, 11 | Type B,  5 | Type C,  6 | No queue items | No queue items | 
  Time:  6463   | Type A,  2 | Type D,  5 | Type C, 10 | Type B,  4 | Type C,  5 | No queue items | No queue items | 
  Time:  6464   | Type A,  1 | Type D,  4 | Type C,  9 | Type B,  3 | Type C,  4 | No queue items | No queue items | 
  Time:  6465   | Not Active | Type D,  3 | Type C,  8 | Type B,  2 | Type C,  3 | No queue items | No queue items | 
  Time:  6466   | Type D, 20 | Type D,  2 | Type C,  7 | Type B,  1 | Type C,  2 | No queue items | No queue items | 
  Time:  6467   | Type D, 19 | Type D,  1 | Type C,  6 | Type A,  3 | Type C,  1 | Q Total:     1 | No queue items | 
  Time:  6468   | Type D, 18 | Type B,  6 | Type C,  5 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6469   | Type D, 17 | Type B,  5 | Type C,  4 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6470   | Type D, 16 | Type B,  4 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6471   | Type D, 15 | Type B,  3 | Type C,  2 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6472   | Type D, 14 | Type B,  2 | Type C,  1 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6473   | Type D, 13 | Type B,  1 | Type B,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6474   | Type D, 12 | Not Active | Type B,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6475   | Type D, 11 | Not Active | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6476   | Type D, 10 | Type A,  5 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6477   | Type D,  9 | Type D, 14 | Type B,  3 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6478   | Type D,  8 | Type D, 13 | Type B,  2 | Type A,  3 | Type C,  6 | No queue items | No queue items | 
  Time:  6479   | Type D,  7 | Type D, 12 | Type B,  1 | Type A,  2 | Type C,  5 | No queue items | No queue items | 
  Time:  6480   | Type D,  6 | Type D, 11 | Type A,  2 | Type A,  1 | Type C,  4 | Q Total:     1 | No queue items | 
  Time:  6481   | Type D,  5 | Type D, 10 | Type A,  1 | Type B,  6 | Type C,  3 | No queue items | No queue items | 
  Time:  6482   | Type D,  4 | Type D,  9 | Type D, 16 | Type B,  5 | Type C,  2 | No queue items | No queue items | 
  Time:  6483   | Type D,  3 | Type D,  8 | Type D, 15 | Type B,  4 | Type C,  1 | No queue items | No queue items | 
  Time:  6484   | Type D,  2 | Type D,  7 | Type D, 14 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6485   | Type D,  1 | Type D,  6 | Type D, 13 | Type B,  2 | Type A,  4 | No queue items | No queue items | 
  Time:  6486   | Type B,  6 | Type D,  5 | Type D, 12 | Type B,  1 | Type A,  3 | No queue items | No queue items | 
  Time:  6487   | Type D,  6 | Type D,  4 | Type D, 11 | Type B,  5 | Type A,  2 | No queue items | No queue items | 
  Time:  6488   | Type D,  5 | Type D,  3 | Type D, 10 | Type B,  4 | Type A,  1 | No queue items | No queue items | 
  Time:  6489   | Type D,  4 | Type D,  2 | Type D,  9 | Type B,  3 | Type A,  1 | No queue items | No queue items | 
  Time:  6490   | Type D,  3 | Type D,  1 | Type D,  8 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6491   | Type D,  2 | Not Active | Type D,  7 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6492   | Type D,  1 | Not Active | Type D,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6493   | Type B,  3 | Not Active | Type D,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6494   | Type B,  2 | Type A,  2 | Type D,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6495   | Type B,  1 | Type A,  1 | Type D,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6496   | Type C,  9 | Not Active | Type D,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6497   | Type C,  8 | Not Active | Type D,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6498   | Type C,  7 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6499   | Type C,  6 | Type A,  2 | Type B,  8 | Not Active | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6500   | Type D,  7 | Type A,  1 | Type B,  7 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  6501   | Type D,  6 | Not Active | Type B,  6 | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:  6502   | Type D,  5 | Not Active | Type B,  5 | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:  6503   | Type D,  4 | Not Active | Type B,  4 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  6504   | Type D,  3 | Not Active | Type B,  3 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  6505   | Type D,  2 | Type A,  3 | Type B,  2 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  6506   | Type D,  1 | Type D,  3 | Type B,  1 | Type C,  5 | Type A,  2 | Q Total:     1 | No queue items | 
  Time:  6507   | Type B,  4 | Type D,  2 | Not Active | Type C,  4 | Type A,  1 | No queue items | No queue items | 
  Time:  6508   | Type B,  3 | Type D,  1 | Not Active | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:  6509   | Type B,  2 | Not Active | Not Active | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  6510   | Type B,  1 | Type A,  1 | Not Active | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  6511   | Not Active | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6512   | Type B,  5 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6513   | Type B,  4 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6514   | Type B,  3 | Type A,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6515   | Type B,  2 | Type A,  1 | Type C,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6516   | Type B,  1 | Not Active | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6517   | Not Active | Not Active | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6518   | Not Active | Not Active | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6519   | Not Active | Not Active | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6520   | Type D, 11 | Type A,  3 | Type C,  1 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  6521   | Type D, 10 | Type A,  2 | Not Active | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  6522   | Type D,  9 | Type A,  1 | Not Active | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6523   | Type D,  8 | Not Active | Not Active | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6524   | Type D,  7 | Not Active | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6525   | Type D,  6 | Type A,  5 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6526   | Type D,  5 | Type A,  4 | Type C,  8 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6527   | Type D,  4 | Type A,  3 | Type C,  7 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6528   | Type D,  3 | Type D,  2 | Type C,  6 | Type B,  4 | Type A,  2 | No queue items | No queue items | 
  Time:  6529   | Type D,  2 | Type D,  1 | Type C,  5 | Type B,  3 | Type A,  1 | No queue items | No queue items | 
  Time:  6530   | Type D,  1 | Type A,  5 | Type C,  4 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6531   | Not Active | Type A,  4 | Type C,  3 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6532   | Type D, 11 | Type A,  3 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6533   | Type D, 10 | Type A,  2 | Type C,  1 | Type B,  8 | Not Active | No queue items | No queue items | 
  Time:  6534   | Type D,  9 | Type A,  1 | Not Active | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  6535   | Type D,  8 | Not Active | Not Active | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  6536   | Type D,  7 | Type A,  4 | Not Active | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6537   | Type D,  6 | Type A,  3 | Not Active | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6538   | Type D,  5 | Type A,  2 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6539   | Type D,  4 | Type A,  1 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6540   | Type D,  3 | Type B,  7 | Not Active | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6541   | Type D,  2 | Type B,  6 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6542   | Type D,  1 | Type D, 14 | Type A,  3 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6543   | Not Active | Type D, 13 | Type A,  2 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6544   | Type C, 11 | Type D, 12 | Type A,  1 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6545   | Type C, 10 | Type D, 11 | Type A,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6546   | Type C,  9 | Type D, 10 | Type A,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6547   | Type C,  8 | Type D,  9 | Type A,  3 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  6548   | Type C,  7 | Type D,  8 | Type A,  2 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6549   | Type D, 16 | Type D,  7 | Type A,  1 | Type B,  2 | Type C,  6 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6550   | Type D, 15 | Type D,  6 | Type A,  2 | Type B,  1 | Type C,  5 | No queue items | No queue items | 
  Time:  6551   | Type D, 14 | Type D,  5 | Type A,  1 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  6552   | Type D, 13 | Type D,  4 | Not Active | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  6553   | Type D, 12 | Type D,  3 | Not Active | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  6554   | Type D, 11 | Type D,  2 | Type B,  2 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:  6555   | Type D, 10 | Type D,  1 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6556   | Type D,  9 | Type A,  5 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6557   | Type D,  8 | Type A,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6558   | Type D,  7 | Type A,  3 | Type C, 11 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6559   | Type D,  6 | Type A,  2 | Type C, 10 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6560   | Type D,  5 | Type A,  1 | Type C,  9 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6561   | Type D,  4 | Type B,  5 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6562   | Type D,  3 | Type B,  4 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6563   | Type D,  2 | Type D,  5 | Type C,  6 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6564   | Type D,  1 | Type D,  4 | Type C,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6565   | Not Active | Type D,  3 | Type C,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6566   | Type A,  5 | Type D,  2 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6567   | Type D,  4 | Type D,  1 | Type C,  2 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6568   | Type D,  3 | Not Active | Type C,  1 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6569   | Type D,  2 | Type B,  5 | Not Active | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6570   | Type D,  1 | Type B,  4 | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6571   | Type A,  1 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6572   | Not Active | Type B,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6573   | Not Active | Type B,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6574   | Type C,  9 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6575   | Type C,  8 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6576   | Type C,  7 | Type B,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6577   | Type D, 15 | Type B,  1 | Type C,  6 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6578   | Type D, 14 | Not Active | Type C,  5 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6579   | Type D, 13 | Not Active | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6580   | Type D, 12 | Not Active | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6581   | Type D, 11 | Type B,  4 | Type C,  2 | Type C, 12 | Not Active | No queue items | No queue items | 
  Time:  6582   | Type D, 10 | Type B,  3 | Type C,  1 | Type C, 11 | Not Active | No queue items | No queue items | 
  Time:  6583   | Type D,  9 | Type D, 18 | Type B,  2 | Type C, 10 | Type A,  5 | No queue items | No queue items | 
  Time:  6584   | Type D,  8 | Type D, 17 | Type B,  1 | Type C,  9 | Type A,  4 | No queue items | No queue items | 
  Time:  6585   | Type D,  7 | Type D, 16 | Not Active | Type C,  8 | Type A,  3 | No queue items | No queue items | 
  Time:  6586   | Type D,  6 | Type D, 15 | Not Active | Type C,  7 | Type A,  2 | No queue items | No queue items | 
  Time:  6587   | Type D,  5 | Type D, 14 | Type B,  6 | Type C,  6 | Type A,  1 | No queue items | No queue items | 
  Time:  6588   | Type D,  4 | Type D, 13 | Type B,  5 | Type C,  5 | Type A,  3 | No queue items | No queue items | 
  Time:  6589   | Type D,  3 | Type D, 12 | Type B,  4 | Type C,  4 | Type A,  2 | No queue items | No queue items | 
  Time:  6590   | Type D,  2 | Type D, 11 | Type B,  3 | Type C,  3 | Type A,  1 | No queue items | No queue items | 
  Time:  6591   | Type D,  1 | Type D, 10 | Type B,  2 | Type C,  2 | Type C,  8 | No queue items | No queue items | 
  Time:  6592   | Not Active | Type D,  9 | Type B,  1 | Type C,  1 | Type C,  7 | No queue items | No queue items | 
  Time:  6593   | Not Active | Type D,  8 | Not Active | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:  6594   | Type A,  2 | Type D,  7 | Not Active | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  6595   | Type D,  3 | Type D,  6 | Type A,  1 | Type B,  8 | Type C,  4 | No queue items | No queue items | 
