		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7920   | Type D,  3 | Type D, 15 | Type D, 20 | Type C,  5 | Type B,  5 | Q Total:     1 | No queue items | 
  Time:  7921   | Type D,  2 | Type D, 14 | Type D, 19 | Type C,  4 | Type B,  4 | Q Total:     1 | No queue items | 
  Time:  7922   | Type D,  1 | Type D, 13 | Type D, 18 | Type C,  3 | Type B,  3 | Q Total:     1 | No queue items | 
  Time:  7923   | Type A,  2 | Type D, 12 | Type D, 17 | Type C,  2 | Type B,  2 | Q Total:     2 | No queue items | 
  Time:  7924   | Type A,  1 | Type D, 11 | Type D, 16 | Type C,  1 | Type B,  1 | Q Total:     2 | No queue items | 
  Time:  7925   | Type A,  3 | Type D, 10 | Type D, 15 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7926   | Type A,  2 | Type D,  9 | Type D, 14 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7927   | Type D, 15 | Type D,  8 | Type D, 13 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7928   | Type D, 14 | Type D,  7 | Type D, 12 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  7929   | Type D, 13 | Type D,  6 | Type D, 11 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  7930   | Type D, 12 | Type D,  5 | Type D, 10 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7931   | Type D, 11 | Type D,  4 | Type D,  9 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  7932   | Type D, 10 | Type D,  3 | Type D,  8 | Type B,  5 | Type A,  4 | No queue items | No queue items | 
  Time:  7933   | Type D,  9 | Type D,  2 | Type D,  7 | Type B,  4 | Type A,  3 | Q Total:     1 | No queue items | 
  Time:  7934   | Type D,  8 | Type D,  1 | Type D,  6 | Type B,  3 | Type A,  2 | Q Total:     1 | No queue items | 
  Time:  7935   | Type D,  7 | Type C, 10 | Type D,  5 | Type B,  2 | Type A,  1 | No queue items | No queue items | 
  Time:  7936   | Type D,  6 | Type C,  9 | Type D,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7937   | Type D,  5 | Type C,  8 | Type D,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7938   | Type D,  4 | Type C,  7 | Type D,  2 | Type A,  4 | Type B,  5 | No queue items | No queue items | 
  Time:  7939   | Type D,  3 | Type D, 16 | Type D,  1 | Type A,  3 | Type B,  4 | Q Total:     1 | No queue items | 
  Time:  7940   | Type D,  2 | Type D, 15 | Type C,  6 | Type A,  2 | Type B,  3 | No queue items | No queue items | 
  Time:  7941   | Type D,  1 | Type D, 14 | Type C,  5 | Type A,  1 | Type B,  2 | No queue items | No queue items | 
  Time:  7942   | Not Active | Type D, 13 | Type C,  4 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  7943   | Not Active | Type D, 12 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7944   | Type A,  3 | Type D, 11 | Type C,  2 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7945   | Type A,  2 | Type D, 10 | Type C,  1 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7946   | Type A,  1 | Type D,  9 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7947   | Type D, 17 | Type D,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7948   | Type D, 16 | Type D,  7 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7949   | Type D, 15 | Type D,  6 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  7950   | Type D, 14 | Type D,  5 | Type C,  6 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  7951   | Type D, 13 | Type D,  4 | Type C,  5 | Type A,  3 | Type B,  6 | No queue items | No queue items | 
  Time:  7952   | Type D, 12 | Type D,  3 | Type C,  4 | Type A,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  7953   | Type D, 11 | Type D,  2 | Type C,  3 | Type A,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  7954   | Type D, 10 | Type D,  1 | Type C,  2 | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  7955   | Type D,  9 | Not Active | Type C,  1 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  7956   | Type D,  8 | Type D,  9 | Type A,  4 | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  7957   | Type D,  7 | Type D,  8 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7958   | Type D,  6 | Type D,  7 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7959   | Type D,  5 | Type D,  6 | Type A,  1 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7960   | Type D,  4 | Type D,  5 | Type A,  2 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7961   | Type D,  3 | Type D,  4 | Type A,  1 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  7962   | Type D,  2 | Type D,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7963   | Type D,  1 | Type D,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7964   | Type C, 12 | Type D,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7965   | Type C, 11 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7966   | Type C, 10 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7967   | Type C,  9 | Type B,  2 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  7968   | Type D, 11 | Type B,  1 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7969   | Type D, 10 | Type A,  2 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7970   | Type D,  9 | Type A,  1 | Type C,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7971   | Type D,  8 | Not Active | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7972   | Type D,  7 | Not Active | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7973   | Type D,  6 | Type A,  1 | Type C,  3 | Type B,  8 | Not Active | No queue items | No queue items | 
  Time:  7974   | Type D,  5 | Type C, 12 | Type C,  2 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  7975   | Type D,  4 | Type C, 11 | Type C,  1 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  7976   | Type D,  3 | Type D, 22 | Type C, 10 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  7977   | Type D,  2 | Type D, 21 | Type C,  9 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  7978   | Type D,  1 | Type D, 20 | Type C,  8 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7979   | Type A,  5 | Type D, 19 | Type C,  7 | Type B,  2 | Type B,  4 | No queue items | No queue items | 
  Time:  7980   | Type A,  4 | Type D, 18 | Type C,  6 | Type B,  1 | Type B,  3 | No queue items | No queue items | 
  Time:  7981   | Type A,  3 | Type D, 17 | Type C,  5 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  7982   | Type A,  2 | Type D, 16 | Type C,  4 | Type C,  9 | Type B,  1 | No queue items | No queue items | 
  Time:  7983   | Type A,  1 | Type D, 15 | Type C,  3 | Type C,  8 | Type A,  4 | No queue items | No queue items | 
  Time:  7984   | Not Active | Type D, 14 | Type C,  2 | Type C,  7 | Type A,  3 | No queue items | No queue items | 
  Time:  7985   | Not Active | Type D, 13 | Type C,  1 | Type C,  6 | Type A,  2 | No queue items | No queue items | 
  Time:  7986   | Not Active | Type D, 12 | Not Active | Type C,  5 | Type A,  1 | No queue items | No queue items | 
  Time:  7987   | Type B,  4 | Type D, 11 | Not Active | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:  7988   | Type B,  3 | Type D, 10 | Not Active | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:  7989   | Type B,  2 | Type D,  9 | Type A,  5 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  7990   | Type D, 22 | Type D,  8 | Type A,  4 | Type C,  1 | Type B,  1 | No queue items | No queue items | 
  Time:  7991   | Type D, 21 | Type D,  7 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7992   | Type D, 20 | Type D,  6 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7993   | Type D, 19 | Type D,  5 | Type A,  1 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  7994   | Type D, 18 | Type D,  4 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  7995   | Type D, 17 | Type D,  3 | Type C,  6 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  7996   | Type D, 16 | Type D,  2 | Type C,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  7997   | Type D, 15 | Type D,  1 | Type C,  4 | Type B,  1 | Type A,  4 | No queue items | No queue items | 
  Time:  7998   | Type D, 14 | Not Active | Type C,  3 | Not Active | Type A,  3 | No queue items | No queue items | 
  Time:  7999   | Type D, 13 | Type D, 18 | Type C,  2 | Not Active | Type A,  2 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  8000   | Type D, 12 | Type D, 17 | Type C,  1 | Not Active | Type A,  1 | No queue items | No queue items | 
  Time:  8001   | Type D, 11 | Type D, 16 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  8002   | Type D, 10 | Type D, 15 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8003   | Type D,  9 | Type D, 14 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8004   | Type D,  8 | Type D, 13 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8005   | Type D,  7 | Type D, 12 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8006   | Type D,  6 | Type D, 11 | Type B,  1 | Type A,  5 | Not Active | No queue items | No queue items | 
  Time:  8007   | Type D,  5 | Type D, 10 | Not Active | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  8008   | Type D,  4 | Type D,  9 | Type C,  9 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  8009   | Type D,  3 | Type D,  8 | Type C,  8 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  8010   | Type D,  2 | Type D,  7 | Type C,  7 | Type A,  1 | Type B,  2 | No queue items | No queue items | 
  Time:  8011   | Type D,  1 | Type D,  6 | Type C,  6 | Type A,  1 | Type B,  1 | No queue items | No queue items | 
  Time:  8012   | Not Active | Type D,  5 | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8013   | Type D, 20 | Type D,  4 | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8014   | Type D, 19 | Type D,  3 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8015   | Type D, 18 | Type D,  2 | Type C,  2 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  8016   | Type D, 17 | Type D,  1 | Type C,  1 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  8017   | Type D, 16 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  8018   | Type D, 15 | Type D, 16 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8019   | Type D, 14 | Type D, 15 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8020   | Type D, 13 | Type D, 14 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8021   | Type D, 12 | Type D, 13 | Type C,  6 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  8022   | Type D, 11 | Type D, 12 | Type C,  5 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  8023   | Type D, 10 | Type D, 11 | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8024   | Type D,  9 | Type D, 10 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8025   | Type D,  8 | Type D,  9 | Type C,  2 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  8026   | Type D,  7 | Type D,  8 | Type C,  1 | Type A,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  8027   | Type D,  6 | Type D,  7 | Not Active | Type A,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  8028   | Type D,  5 | Type D,  6 | Not Active | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  8029   | Type D,  4 | Type D,  5 | Type A,  2 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  8030   | Type D,  3 | Type D,  4 | Type D, 22 | Type A,  1 | Type B,  1 | No queue items | No queue items | 
  Time:  8031   | Type D,  2 | Type D,  3 | Type D, 21 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8032   | Type D,  1 | Type D,  2 | Type D, 20 | Not Active | Not Active | No queue items | No queue items | 
  Time:  8033   | Type A,  1 | Type D,  1 | Type D, 19 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:  8034   | Not Active | Not Active | Type D, 18 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  8035   | Not Active | Not Active | Type D, 17 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  8036   | Type C, 10 | Not Active | Type D, 16 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:  8037   | Type C,  9 | Not Active | Type D, 15 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  8038   | Type C,  8 | Type A,  2 | Type D, 14 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  8039   | Type D,  2 | Type A,  1 | Type D, 13 | Type B,  1 | Type C,  7 | No queue items | No queue items | 
  Time:  8040   | Type D,  1 | Type B,  8 | Type D, 12 | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:  8041   | Not Active | Type B,  7 | Type D, 11 | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  8042   | Not Active | Type B,  6 | Type D, 10 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  8043   | Type A,  3 | Type B,  5 | Type D,  9 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  8044   | Type A,  2 | Type B,  4 | Type D,  8 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  8045   | Type D,  7 | Type B,  3 | Type D,  7 | Type A,  1 | Type C,  1 | No queue items | No queue items | 
  Time:  8046   | Type D,  6 | Type B,  2 | Type D,  6 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  8047   | Type D,  5 | Type B,  1 | Type D,  5 | Type B,  4 | Type A,  4 | Q Total:     1 | No queue items | 
  Time:  8048   | Type D,  4 | Type C,  8 | Type D,  4 | Type B,  3 | Type A,  3 | No queue items | No queue items | 
  Time:  8049   | Type D,  3 | Type C,  7 | Type D,  3 | Type B,  2 | Type A,  2 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  8050   | Type D,  2 | Type C,  6 | Type D,  2 | Type B,  1 | Type A,  1 | No queue items | No queue items | 
  Time:  8051   | Type D,  1 | Type C,  5 | Type D,  1 | Type A,  1 | Not Active | No queue items | No queue items | 
