		Total Processors: 2

  Time:    29   | Type A,  1 | Type D, 10 | Q Total:     5 | No queue items | 
  Time:    30   | Type B,  4 | Type D,  9 | Q Total:     4 | No queue items | 
  Time:    31   | Type B,  3 | Type D,  8 | Q Total:     4 | No queue items | 
  Time:    32   | Type B,  2 | Type D,  7 | Q Total:     5 | No queue items | 
  Time:    33   | Type D,  9 | Type D,  6 | Q Total:     7 | No queue items | 
  Time:    34   | Type D,  8 | Type D,  5 | Q Total:     8 | No queue items | 
  Time:    35   | Type D,  7 | Type D,  4 | Q Total:     8 | No queue items | 
  Time:    36   | Type D,  6 | Type D,  3 | Q Total:     8 | No queue items | 
  Time:    37   | Type D,  5 | Type D,  2 | Q Total:     9 | No queue items | 
  Time:    38   | Type D,  4 | Type D,  1 | Q Total:     9 | No queue items | 
  Time:    39   | Type D,  3 | Type B,  1 | Q Total:     8 | No queue items | 
  Time:    40   | Type D,  2 | Type C,  6 | Q Total:     8 | No queue items | 
  Time:    41   | Type D,  1 | Type C,  5 | Q Total:     9 | No queue items | 
  Time:    42   | Type A,  4 | Type C,  4 | Q Total:     9 | No queue items | 
  Time:    43   | Type A,  3 | Type C,  3 | Q Total:     9 | No queue items | 
  Time:    44   | Type D,  3 | Type C,  2 | Q Total:    10 | No queue items | 
  Time:    45   | Type D,  2 | Type C,  1 | Q Total:    11 | No queue items | 
  Time:    46   | Type D,  1 | Type A,  2 | Q Total:    10 | No queue items | 
  Time:    47   | Type A,  5 | Type A,  1 | Q Total:    11 | No queue items | 
  Time:    48   | Type A,  4 | Type B,  2 | Q Total:    10 | No queue items | 
  Time:    49   | Type A,  3 | Type B,  1 | Q Total:    10 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:    50   | Type A,  2 | Type A,  1 | Q Total:     9 | No queue items | 
  Time:    51   | Type A,  1 | Type B,  5 | Q Total:     9 | No queue items | 
  Time:    52   | Type C,  8 | Type B,  4 | Q Total:     8 | No queue items | 
  Time:    53   | Type C,  7 | Type B,  3 | Q Total:     8 | No queue items | 
  Time:    54   | Type C,  6 | Type B,  2 | Q Total:     9 | No queue items | 
  Time:    55   | Type C,  5 | Type B,  1 | Q Total:    10 | No queue items | 
  Time:    56   | Type C,  4 | Type A,  3 | Q Total:    10 | No queue items | 
  Time:    57   | Type D,  5 | Type A,  2 | Q Total:    11 | No queue items | 
  Time:    58   | Type D,  4 | Type A,  1 | Q Total:    11 | No queue items | 
  Time:    59   | Type D,  3 | Type C,  3 | Q Total:    10 | No queue items | 
  Time:    60   | Type D,  2 | Type C,  2 | Q Total:    10 | No queue items | 
  Time:    61   | Type D,  1 | Type C,  1 | Q Total:    12 | No queue items | 
  Time:    62   | Type C,  6 | Type B,  6 | Q Total:    10 | No queue items | 
  Time:    63   | Type C,  5 | Type B,  5 | Q Total:    10 | No queue items | 
  Time:    64   | Type C,  4 | Type B,  4 | Q Total:    10 | No queue items | 
  Time:    65   | Type C,  3 | Type B,  3 | Q Total:    10 | No queue items | 
  Time:    66   | Type C,  2 | Type B,  2 | Q Total:    12 | No queue items | 
  Time:    67   | Type C,  1 | Type B,  1 | Q Total:    12 | No queue items | 
  Time:    68   | Type D, 21 | Type A,  2 | Q Total:    12 | No queue items | 
  Time:    69   | Type D, 20 | Type A,  1 | Q Total:    12 | No queue items | 
  Time:    70   | Type D, 19 | Type C, 12 | Q Total:    12 | No queue items | 
  Time:    71   | Type D, 18 | Type C, 11 | Q Total:    12 | No queue items | 
  Time:    72   | Type D, 17 | Type C, 10 | Q Total:    12 | No queue items | 
  Time:    73   | Type D, 16 | Type C,  9 | Q Total:    12 | No queue items | 
  Time:    74   | Type D, 15 | Type C,  8 | Q Total:    12 | No queue items | 
  Time:    75   | Type D, 14 | Type C,  7 | Q Total:    14 | No queue items | 
  Time:    76   | Type D, 13 | Type C,  6 | Q Total:    15 | No queue items | 
  Time:    77   | Type D, 12 | Type C,  5 | Q Total:    15 | No queue items | 
  Time:    78   | Type D, 11 | Type C,  4 | Q Total:    15 | No queue items | 
  Time:    79   | Type D, 10 | Type C,  3 | Q Total:    15 | No queue items | 
  Time:    80   | Type D,  9 | Type C,  2 | Q Total:    15 | No queue items | 
  Time:    81   | Type D,  8 | Type C,  1 | Q Total:    15 | No queue items | 
  Time:    82   | Type D,  7 | Type D, 19 | Q Total:    17 | No queue items | 
  Time:    83   | Type D,  6 | Type D, 18 | Q Total:    17 | No queue items | 
  Time:    84   | Type D,  5 | Type D, 17 | Q Total:    17 | No queue items | 
  Time:    85   | Type D,  4 | Type D, 16 | Q Total:    17 | No queue items | 
  Time:    86   | Type D,  3 | Type D, 15 | Q Total:    17 | No queue items | 
  Time:    87   | Type D,  2 | Type D, 14 | Q Total:    17 | No queue items | 
  Time:    88   | Type D,  1 | Type D, 13 | Q Total:    18 | No queue items | 
  Time:    89   | Type A,  3 | Type D, 12 | Q Total:    17 | No queue items | 
  Time:    90   | Type A,  2 | Type D, 11 | Q Total:    18 | No queue items | 
  Time:    91   | Type A,  1 | Type D, 10 | Q Total:    19 | No queue items | 
  Time:    92   | Type B,  2 | Type D,  9 | Q Total:    19 | No queue items | 
  Time:    93   | Type B,  1 | Type D,  8 | Q Total:    19 | No queue items | 
  Time:    94   | Type D,  2 | Type D,  7 | Q Total:    19 | No queue items | 
  Time:    95   | Type D,  1 | Type D,  6 | Q Total:    19 | No queue items | 
  Time:    96   | Type A,  2 | Type D,  5 | Q Total:    19 | No queue items | 
  Time:    97   | Type A,  1 | Type D,  4 | Q Total:    19 | No queue items | 
  Time:    98   | Type B,  4 | Type D,  3 | Q Total:    19 | No queue items | 
  Time:    99   | Type B,  3 | Type D,  2 | Q Total:    19 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:   100   | Type B,  2 | Type D,  1 | Q Total:    19 | No queue items | 
  Time:   101   | Type D,  3 | Type B,  1 | Q Total:    19 | No queue items | 
  Time:   102   | Type D,  2 | Type A,  5 | Q Total:    19 | No queue items | 
  Time:   103   | Type D,  1 | Type A,  4 | Q Total:    20 | No queue items | 
  Time:   104   | Type C, 10 | Type A,  3 | Q Total:    19 | No queue items | 
  Time:   105   | Type C,  9 | Type A,  2 | Q Total:    20 | No queue items | 
  Time:   106   | Type C,  8 | Type A,  1 | Q Total:    20 | No queue items | 
  Time:   107   | Type C,  7 | Type A,  4 | Q Total:    19 | No queue items | 
  Time:   108   | Type C,  6 | Type A,  3 | Q Total:    19 | No queue items | 
  Time:   109   | Type C,  5 | Type A,  2 | Q Total:    21 | No queue items | 
  Time:   110   | Type C,  4 | Type A,  1 | Q Total:    22 | No queue items | 
  Time:   111   | Type C,  3 | Type B,  6 | Q Total:    21 | No queue items | 
  Time:   112   | Type D, 15 | Type B,  5 | Q Total:    22 | No queue items | 
  Time:   113   | Type D, 14 | Type B,  4 | Q Total:    22 | No queue items | 
  Time:   114   | Type D, 13 | Type B,  3 | Q Total:    22 | No queue items | 
  Time:   115   | Type D, 12 | Type B,  2 | Q Total:    23 | No queue items | 
  Time:   116   | Type D, 11 | Type D, 20 | Q Total:    25 | No queue items | 
  Time:   117   | Type D, 10 | Type D, 19 | Q Total:    25 | No queue items | 
  Time:   118   | Type D,  9 | Type D, 18 | Q Total:    25 | No queue items | 
  Time:   119   | Type D,  8 | Type D, 17 | Q Total:    26 | No queue items | 
  Time:   120   | Type D,  7 | Type D, 16 | Q Total:    26 | No queue items | 
  Time:   121   | Type D,  6 | Type D, 15 | Q Total:    26 | No queue items | 
  Time:   122   | Type D,  5 | Type D, 14 | Q Total:    26 | No queue items | 
  Time:   123   | Type D,  4 | Type D, 13 | Q Total:    28 | No queue items | 
  Time:   124   | Type D,  3 | Type D, 12 | Q Total:    29 | No queue items | 
  Time:   125   | Type D,  2 | Type D, 11 | Q Total:    29 | No queue items | 
  Time:   126   | Type D,  1 | Type D, 10 | Q Total:    29 | No queue items | 
  Time:   127   | Type B,  1 | Type D,  9 | Q Total:    28 | No queue items | 
  Time:   128   | Type C,  2 | Type D,  8 | Q Total:    27 | No queue items | 
  Time:   129   | Type C,  1 | Type D,  7 | Q Total:    28 | No queue items | 
  Time:   130   | Type D, 20 | Type D,  6 | Q Total:    29 | No queue items | 
  Time:   131   | Type D, 19 | Type D,  5 | Q Total:    29 | No queue items | 
  Time:   132   | Type D, 18 | Type D,  4 | Q Total:    29 | No queue items | 
  Time:   133   | Type D, 17 | Type D,  3 | Q Total:    29 | No queue items | 
  Time:   134   | Type D, 16 | Type D,  2 | Q Total:    30 | No queue items | 
  Time:   135   | Type D, 15 | Type D,  1 | Q Total:    31 | No queue items | 
  Time:   136   | Type D, 14 | Type A,  3 | Q Total:    30 | No queue items | 
  Time:   137   | Type D, 13 | Type A,  2 | Q Total:    31 | No queue items | 
  Time:   138   | Type D, 12 | Type A,  1 | Q Total:    32 | No queue items | 
  Time:   139   | Type D, 11 | Type C, 12 | Q Total:    31 | No queue items | 
  Time:   140   | Type D, 10 | Type C, 11 | Q Total:    32 | No queue items | 
  Time:   141   | Type D,  9 | Type C, 10 | Q Total:    32 | No queue items | 
  Time:   142   | Type D,  8 | Type C,  9 | Q Total:    32 | No queue items | 
  Time:   143   | Type D,  7 | Type C,  8 | Q Total:    32 | No queue items | 
  Time:   144   | Type D,  6 | Type D, 10 | Q Total:    35 | No queue items | 
  Time:   145   | Type D,  5 | Type D,  9 | Q Total:    35 | No queue items | 
  Time:   146   | Type D,  4 | Type D,  8 | Q Total:    35 | No queue items | 
  Time:   147   | Type D,  3 | Type D,  7 | Q Total:    35 | No queue items | 
  Time:   148   | Type D,  2 | Type D,  6 | Q Total:    35 | No queue items | 
  Time:   149   | Type D,  1 | Type D,  5 | Q Total:    35 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:   150   | Type C,  7 | Type D,  4 | Q Total:    37 | No queue items | 
  Time:   151   | Type D, 15 | Type D,  3 | Q Total:    38 | No queue items | 
  Time:   152   | Type D, 14 | Type D,  2 | Q Total:    38 | No queue items | 
  Time:   153   | Type D, 13 | Type D,  1 | Q Total:    38 | No queue items | 
  Time:   154   | Type D, 12 | Type C,  6 | Q Total:    37 | No queue items | 
  Time:   155   | Type D, 11 | Type C,  5 | Q Total:    38 | No queue items | 
  Time:   156   | Type D, 10 | Type C,  4 | Q Total:    38 | No queue items | 
  Time:   157   | Type D,  9 | Type C,  3 | Q Total:    39 | No queue items | 
  Time:   158   | Type D,  8 | Type C,  2 | Q Total:    39 | No queue items | 
  Time:   159   | Type D,  7 | Type C,  1 | Q Total:    39 | No queue items | 
  Time:   160   | Type D,  6 | Type B,  8 | Q Total:    40 | No queue items | 
  Time:   161   | Type D,  5 | Type B,  7 | Q Total:    40 | No queue items | 
  Time:   162   | Type D,  4 | Type B,  6 | Q Total:    40 | No queue items | 
  Time:   163   | Type D,  3 | Type B,  5 | Q Total:    41 | No queue items | 
  Time:   164   | Type D,  2 | Type D,  3 | Q Total:    42 | No queue items | 
  Time:   165   | Type D,  1 | Type D,  2 | Q Total:    42 | No queue items | 
  Time:   166   | Type B,  4 | Type D,  1 | Q Total:    42 | No queue items | 
  Time:   167   | Type B,  3 | Type A,  2 | Q Total:    41 | No queue items | 
  Time:   168   | Type B,  2 | Type A,  1 | Q Total:    41 | No queue items | 
  Time:   169   | Type B,  1 | Type B,  8 | Q Total:    41 | No queue items | 
  Time:   170   | Type C, 10 | Type B,  7 | Q Total:    41 | No queue items | 
  Time:   171   | Type C,  9 | Type B,  6 | Q Total:    41 | No queue items | 
  Time:   172   | Type C,  8 | Type B,  5 | Q Total:    41 | No queue items | 
  Time:   173   | Type C,  7 | Type B,  4 | Q Total:    41 | No queue items | 
  Time:   174   | Type C,  6 | Type B,  3 | Q Total:    41 | No queue items | 
  Time:   175   | Type C,  5 | Type B,  2 | Q Total:    43 | No queue items | 
  Time:   176   | Type C,  4 | Type B,  1 | Q Total:    43 | No queue items | 
  Time:   177   | Type D,  4 | Type C,  3 | Q Total:    43 | No queue items | 
  Time:   178   | Type D,  3 | Type C,  2 | Q Total:    44 | No queue items | 
  Time:   179   | Type D,  2 | Type C,  1 | Q Total:    44 | No queue items | 
  Time:   180   | Type D,  1 | Type A,  1 | Q Total:    44 | No queue items | 
  Time:   181   | Type A,  2 | Type B,  8 | Q Total:    42 | No queue items | 
  Time:   182   | Type A,  1 | Type B,  7 | Q Total:    42 | No queue items | 
  Time:   183   | Type A,  4 | Type B,  6 | Q Total:    42 | No queue items | 
  Time:   184   | Type D, 22 | Type B,  5 | Q Total:    43 | No queue items | 
  Time:   185   | Type D, 21 | Type B,  4 | Q Total:    43 | No queue items | 
  Time:   186   | Type D, 20 | Type B,  3 | Q Total:    44 | No queue items | 
  Time:   187   | Type D, 19 | Type B,  2 | Q Total:    44 | No queue items | 
  Time:   188   | Type D, 18 | Type B,  1 | Q Total:    44 | No queue items | 
  Time:   189   | Type D, 17 | Type D, 21 | Q Total:    45 | No queue items | 
  Time:   190   | Type D, 16 | Type D, 20 | Q Total:    46 | No queue items | 
  Time:   191   | Type D, 15 | Type D, 19 | Q Total:    46 | No queue items | 
  Time:   192   | Type D, 14 | Type D, 18 | Q Total:    47 | No queue items | 
  Time:   193   | Type D, 13 | Type D, 17 | Q Total:    47 | No queue items | 
  Time:   194   | Type D, 12 | Type D, 16 | Q Total:    47 | No queue items | 
  Time:   195   | Type D, 11 | Type D, 15 | Q Total:    47 | Q Total:     1 | 
  Time:   196   | Type D, 10 | Type D, 14 | Q Total:    48 | Q Total:     1 | 
  Time:   197   | Type D,  9 | Type D, 13 | Q Total:    49 | Q Total:     1 | 
  Time:   198   | Type D,  8 | Type D, 12 | Q Total:    49 | Q Total:     1 | 
  Time:   199   | Type D,  7 | Type D, 11 | Q Total:    49 | Q Total:     1 | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:   200   | Type D,  6 | Type D, 10 | Q Total:    49 | Q Total:     1 | 
  Time:   201   | Type D,  5 | Type D,  9 | Q Total:    50 | Q Total:     1 | 
  Time:   202   | Type D,  4 | Type D,  8 | Q Total:    50 | Q Total:     1 | 
  Time:   203   | Type D,  3 | Type D,  7 | Q Total:    51 | Q Total:     1 | 
  Time:   204   | Type D,  2 | Type D,  6 | Q Total:    51 | Q Total:     1 | 
  Time:   205   | Type D,  1 | Type D,  5 | Q Total:    52 | Q Total:     1 | 
  Time:   206   | Type D, 13 | Type D,  4 | Q Total:    53 | No queue items | 
  Time:   207   | Type D, 12 | Type D,  3 | Q Total:    53 | No queue items | 
  Time:   208   | Type D, 11 | Type D,  2 | Q Total:    53 | No queue items | 
  Time:   209   | Type D, 10 | Type D,  1 | Q Total:    55 | Q Total:     1 | 
  Time:   210   | Type D,  9 | Type D,  9 | Q Total:    55 | No queue items | 
  Time:   211   | Type D,  8 | Type D,  8 | Q Total:    55 | No queue items | 
  Time:   212   | Type D,  7 | Type D,  7 | Q Total:    55 | No queue items | 
  Time:   213   | Type D,  6 | Type D,  6 | Q Total:    56 | No queue items | 
  Time:   214   | Type D,  5 | Type D,  5 | Q Total:    56 | No queue items | 
  Time:   215   | Type D,  4 | Type D,  4 | Q Total:    56 | No queue items | 
  Time:   216   | Type D,  3 | Type D,  3 | Q Total:    57 | No queue items | 
  Time:   217   | Type D,  2 | Type D,  2 | Q Total:    59 | No queue items | 
  Time:   218   | Type D,  1 | Type D,  1 | Q Total:    59 | No queue items | 
  Time:   219   | Type A,  3 | Type B,  5 | Q Total:    57 | No queue items | 
  Time:   220   | Type D, 17 | Type B,  4 | Q Total:    58 | No queue items | 
  Time:   221   | Type D, 16 | Type B,  3 | Q Total:    58 | No queue items | 
  Time:   222   | Type D, 15 | Type B,  2 | Q Total:    59 | No queue items | 
  Time:   223   | Type D, 14 | Type B,  1 | Q Total:    60 | No queue items | 
  Time:   224   | Type D, 13 | Type A,  2 | Q Total:    59 | No queue items | 
  Time:   225   | Type D, 12 | Type A,  1 | Q Total:    59 | No queue items | 
  Time:   226   | Type D, 11 | Type C,  6 | Q Total:    59 | No queue items | 
  Time:   227   | Type D, 10 | Type C,  5 | Q Total:    59 | No queue items | 
  Time:   228   | Type D,  9 | Type C,  4 | Q Total:    60 | No queue items | 
  Time:   229   | Type D,  8 | Type D,  7 | Q Total:    61 | No queue items | 
  Time:   230   | Type D,  7 | Type D,  6 | Q Total:    62 | No queue items | 
  Time:   231   | Type D,  6 | Type D,  5 | Q Total:    62 | No queue items | 
  Time:   232   | Type D,  5 | Type D,  4 | Q Total:    63 | No queue items | 
  Time:   233   | Type D,  4 | Type D,  3 | Q Total:    63 | No queue items | 
  Time:   234   | Type D,  3 | Type D,  2 | Q Total:    63 | No queue items | 
  Time:   235   | Type D,  2 | Type D,  1 | Q Total:    63 | Q Total:     1 | 
  Time:   236   | Type D,  1 | Type D,  8 | Q Total:    63 | No queue items | 
  Time:   237   | Type C,  3 | Type D,  7 | Q Total:    63 | No queue items | 
  Time:   238   | Type C,  2 | Type D,  6 | Q Total:    65 | No queue items | 
  Time:   239   | Type C,  1 | Type D,  5 | Q Total:    65 | No queue items | 
  Time:   240   | Type A,  3 | Type D,  4 | Q Total:    64 | No queue items | 
  Time:   241   | Type A,  2 | Type D,  3 | Q Total:    64 | No queue items | 
  Time:   242   | Type A,  1 | Type D,  2 | Q Total:    64 | No queue items | 
  Time:   243   | Type B,  4 | Type D,  1 | Q Total:    63 | No queue items | 
  Time:   244   | Type B,  3 | Type A,  5 | Q Total:    64 | No queue items | 
  Time:   245   | Type B,  2 | Type A,  4 | Q Total:    64 | No queue items | 
  Time:   246   | Type D, 19 | Type A,  3 | Q Total:    65 | No queue items | 
  Time:   247   | Type D, 18 | Type A,  2 | Q Total:    66 | No queue items | 
  Time:   248   | Type D, 17 | Type A,  1 | Q Total:    66 | No queue items | 
  Time:   249   | Type D, 16 | Type B,  1 | Q Total:    65 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:   250   | Type D, 15 | Type B,  5 | Q Total:    65 | No queue items | 
  Time:   251   | Type D, 14 | Type B,  4 | Q Total:    65 | No queue items | 
  Time:   252   | Type D, 13 | Type B,  3 | Q Total:    66 | No queue items | 
  Time:   253   | Type D, 12 | Type B,  2 | Q Total:    66 | No queue items | 
  Time:   254   | Type D, 11 | Type B,  1 | Q Total:    67 | No queue items | 
  Time:   255   | Type D, 10 | Type A,  5 | Q Total:    66 | No queue items | 
  Time:   256   | Type D,  9 | Type A,  4 | Q Total:    66 | No queue items | 
  Time:   257   | Type D,  8 | Type A,  3 | Q Total:    66 | No queue items | 
  Time:   258   | Type D,  7 | Type A,  2 | Q Total:    68 | No queue items | 
  Time:   259   | Type D,  6 | Type D,  4 | Q Total:    70 | No queue items | 
  Time:   260   | Type D,  5 | Type D,  3 | Q Total:    70 | No queue items | 
  Time:   261   | Type D,  4 | Type D,  2 | Q Total:    70 | No queue items | 
  Time:   262   | Type D,  3 | Type D,  1 | Q Total:    70 | No queue items | 
  Time:   263   | Type D,  2 | Type A,  1 | Q Total:    70 | No queue items | 
  Time:   264   | Type D,  1 | Type C, 11 | Q Total:    69 | No queue items | 
  Time:   265   | Type A,  2 | Type C, 10 | Q Total:    68 | No queue items | 
  Time:   266   | Type A,  1 | Type C,  9 | Q Total:    69 | No queue items | 
  Time:   267   | Type D,  5 | Type C,  8 | Q Total:    70 | No queue items | 
  Time:   268   | Type D,  4 | Type C,  7 | Q Total:    70 | No queue items | 
  Time:   269   | Type D,  3 | Type C,  6 | Q Total:    71 | No queue items | 
  Time:   270   | Type D,  2 | Type C,  5 | Q Total:    71 | No queue items | 
  Time:   271   | Type D,  1 | Type C,  4 | Q Total:    72 | No queue items | 
  Time:   272   | Type C, 12 | Type C,  3 | Q Total:    71 | No queue items | 
  Time:   273   | Type C, 11 | Type C,  2 | Q Total:    72 | No queue items | 
  Time:   274   | Type D, 10 | Type C,  1 | Q Total:    73 | No queue items | 
  Time:   275   | Type D,  9 | Type C, 10 | Q Total:    72 | No queue items | 
  Time:   276   | Type D,  8 | Type C,  9 | Q Total:    72 | No queue items | 
  Time:   277   | Type D,  7 | Type C,  8 | Q Total:    73 | No queue items | 
  Time:   278   | Type D,  6 | Type C,  7 | Q Total:    73 | No queue items | 
  Time:   279   | Type D,  5 | Type C,  6 | Q Total:    75 | No queue items | 
  Time:   280   | Type D,  4 | Type C,  5 | Q Total:    75 | No queue items | 
  Time:   281   | Type D,  3 | Type C,  4 | Q Total:    75 | No queue items | 
  Time:   282   | Type D,  2 | Type C,  3 | Q Total:    75 | No queue items | 
  Time:   283   | Type D,  1 | Type C,  2 | Q Total:    76 | No queue items | 
  Time:   284   | Type B,  5 | Type C,  1 | Q Total:    75 | No queue items | 
  Time:   285   | Type D, 20 | Type B,  4 | Q Total:    76 | No queue items | 
  Time:   286   | Type D, 19 | Type B,  3 | Q Total:    77 | No queue items | 
  Time:   287   | Type D, 18 | Type B,  2 | Q Total:    77 | No queue items | 
  Time:   288   | Type D, 17 | Type B,  1 | Q Total:    77 | No queue items | 
  Time:   289   | Type D, 16 | Type A,  4 | Q Total:    77 | No queue items | 
  Time:   290   | Type D, 15 | Type A,  3 | Q Total:    77 | No queue items | 
  Time:   291   | Type D, 14 | Type A,  2 | Q Total:    77 | No queue items | 
  Time:   292   | Type D, 13 | Type A,  1 | Q Total:    78 | No queue items | 
  Time:   293   | Type D, 12 | Type B,  6 | Q Total:    78 | No queue items | 
  Time:   294   | Type D, 11 | Type D, 14 | Q Total:    79 | No queue items | 
  Time:   295   | Type D, 10 | Type D, 13 | Q Total:    79 | No queue items | 
  Time:   296   | Type D,  9 | Type D, 12 | Q Total:    79 | No queue items | 
  Time:   297   | Type D,  8 | Type D, 11 | Q Total:    79 | No queue items | 
  Time:   298   | Type D,  7 | Type D, 10 | Q Total:    80 | No queue items | 
  Time:   299   | Type D,  6 | Type D,  9 | Q Total:    81 | No queue items | 
----------------|  Proc # 0  |  Proc # 1  | Regular Queue  | Priority Queue |----------------
  Time:   300   | Type D,  5 | Type D,  8 | Q Total:    81 | No queue items | 
  Time:   301   | Type D,  4 | Type D,  7 | Q Total:    82 | No queue items | 
  Time:   302   | Type D,  3 | Type D,  6 | Q Total:    82 | No queue items | 
  Time:   303   | Type D,  2 | Type D,  5 | Q Total:    83 | No queue items | 
  Time:   304   | Type D,  1 | Type D,  4 | Q Total:    83 | Q Total:     1 | 
  Time:   305   | Type D, 22 | Type D,  3 | Q Total:    83 | No queue items | 
  Time:   306   | Type D, 21 | Type D,  2 | Q Total:    84 | No queue items | 
  Time:   307   | Type D, 20 | Type D,  1 | Q Total:    84 | No queue items | 
  Time:   308   | Type D, 19 | Type D,  8 | Q Total:    85 | No queue items | 
  Time:   309   | Type D, 18 | Type D,  7 | Q Total:    85 | No queue items | 
  Time:   310   | Type D, 17 | Type D,  6 | Q Total:    85 | No queue items | 
  Time:   311   | Type D, 16 | Type D,  5 | Q Total:    85 | No queue items | 
  Time:   312   | Type D, 15 | Type D,  4 | Q Total:    86 | No queue items | 
  Time:   313   | Type D, 14 | Type D,  3 | Q Total:    86 | No queue items | 
  Time:   314   | Type D, 13 | Type D,  2 | Q Total:    87 | Q Total:     1 | 
  Time:   315   | Type D, 12 | Type D,  1 | Q Total:    88 | Q Total:     1 | 
  Time:   316   | Type D, 11 | Type D, 14 | Q Total:    88 | No queue items | 
  Time:   317   | Type D, 10 | Type D, 13 | Q Total:    88 | No queue items | 
  Time:   318   | Type D,  9 | Type D, 12 | Q Total:    88 | No queue items | 
  Time:   319   | Type D,  8 | Type D, 11 | Q Total:    89 | No queue items | 
  Time:   320   | Type D,  7 | Type D, 10 | Q Total:    90 | No queue items | 
  Time:   321   | Type D,  6 | Type D,  9 | Q Total:    90 | Q Total:     1 | 
  Time:   322   | Type D,  5 | Type D,  8 | Q Total:    90 | Q Total:     1 | 
  Time:   323   | Type D,  4 | Type D,  7 | Q Total:    90 | Q Total:     1 | 
  Time:   324   | Type D,  3 | Type D,  6 | Q Total:    91 | Q Total:     1 | 
  Time:   325   | Type D,  2 | Type D,  5 | Q Total:    91 | Q Total:     1 | 
  Time:   326   | Type D,  1 | Type D,  4 | Q Total:    92 | Q Total:     1 | 
  Time:   327   | Type D,  9 | Type D,  3 | Q Total:    92 | No queue items | 
  Time:   328   | Type D,  8 | Type D,  2 | Q Total:    92 | Q Total:     1 | 
  Time:   329   | Type D,  7 | Type D,  1 | Q Total:    93 | Q Total:     1 | 
  Time:   330   | Type D,  6 | Type D,  7 | Q Total:    94 | No queue items | 
  Time:   331   | Type D,  5 | Type D,  6 | Q Total:    94 | No queue items | 
  Time:   332   | Type D,  4 | Type D,  5 | Q Total:    94 | No queue items | 
  Time:   333   | Type D,  3 | Type D,  4 | Q Total:    95 | No queue items | 
  Time:   334   | Type D,  2 | Type D,  3 | Q Total:    95 | No queue items | 
  Time:   335   | Type D,  1 | Type D,  2 | Q Total:    95 | No queue items | 
  Time:   336   | Type D, 18 | Type D,  1 | Q Total:    96 | No queue items | 
  Time:   337   | Type D, 17 | Type B,  5 | Q Total:    95 | No queue items | 
  Time:   338   | Type D, 16 | Type B,  4 | Q Total:    95 | No queue items | 
  Time:   339   | Type D, 15 | Type B,  3 | Q Total:    95 | No queue items | 
  Time:   340   | Type D, 14 | Type B,  2 | Q Total:    97 | No queue items | 
